id, state, user_opened, employee_open, user_closed, employee_closed, days_opened, number_of_comments, days_between_first_and_last_comment, days_first_comment_after_creation, days_last_comment_before_closed
591,closed,gms8994,false,technicalpickles,true,531,4,529,0,1
589,closed,dOpsCoder,false,technicalpickles,true,116,3,82,33,0
588,closed,jnunemaker,true,technicalpickles,true,0,1,0,0,0
587,closed,carols10cents,false,technicalpickles,true,0,1,0,0,0
586,closed,paralin,false,paralin,false,0,1,0,0,0
584,closed,fhurtubise,false,tombell,false,1,22,798,0,796
581,closed,leto,false,tombell,false,15,4,15,0,0
580,closed,KitsuneUdon,false,KitsuneUdon,false,0,6,0,0,0
573,closed,wadey,false,tombell,false,1,0,null,null,null
571,closed,tombell,false,tombell,false,131,0,null,null,null
568,closed,ElizabethN,false,ElizabethN,false,0,2,0,0,0
567,closed,erunion,false,tombell,false,35,5,773,0,737
564,closed,zekesonxx,false,tombell,false,11,10,4,0,6
556,closed,jackmcdade,false,tombell,false,3,9,4,0,1
552,closed,wingrunr21,false,technicalpickles,true,3,2,0,9,5
551,closed,ghost,false,null,false,0,8,432,0,432
550,closed,troyswanson,false,tombell,false,13,10,391,0,377
1383,closed,andreash92,false,andreash92,false,2,1,0,2,0
1382,closed,xurizaemon,false,stale[bot],false,97,1,0,90,7
1380,closed,lutrampal,false,stale[bot],false,97,1,0,90,7
1379,open,timkinnane,false,null,false,null,2,0,90,null
1377,closed,timkinnane,false,stale[bot],false,97,1,0,90,7
1376,closed,timkinnane,false,stale[bot],false,97,1,0,90,7
1375,closed,timkinnane,false,stale[bot],false,97,2,90,0,7
1374,closed,timkinnane,false,stale[bot],false,98,3,91,0,7
1373,closed,akki005,false,stale[bot],false,97,2,90,0,7
1369,closed,PadmaChannal,false,PadmaChannal,false,22,3,6,1,14
1368,closed,timkinnane,false,stale[bot],false,97,1,0,90,7
1365,closed,Akhilesh-Anb,false,technicalpickles,true,11,2,6,4,0
1363,closed,technicalpickles,true,gr2m,false,0,3,0,0,0
1362,closed,rophy,false,stale[bot],false,99,9,92,0,7
1356,closed,patcon,false,stale[bot],false,102,8,94,0,7
1355,closed,technicalpickles,true,gr2m,false,5,9,37,0,32
1354,closed,ravikiranj,false,ravikiranj,false,0,2,0,0,0
542,closed,halkeye,false,tombell,false,20,8,20,0,0
537,closed,bartolsthoorn,false,bartolsthoorn,false,0,7,1,0,1
534,closed,tombell,false,technicalpickles,true,3,8,3,0,0
531,closed,technicalpickles,true,technicalpickles,true,18,1,0,18,0
530,closed,fhurtubise,false,tombell,false,1,4,5,0,4
528,closed,rngadam,false,tombell,false,5,4,9,0,4
527,closed,rngadam,false,tombell,false,0,2,2,0,2
526,closed,stoplion,false,tombell,false,0,2,0,0,0
525,closed,worldspawn,false,tombell,false,0,2,0,0,0
523,closed,blalor,false,tombell,false,0,0,null,null,null
522,closed,maxmichaels,false,tombell,false,0,5,2,0,2
519,closed,technicalpickles,true,technicalpickles,true,5,10,5,0,0
518,closed,blalor,false,tombell,false,5,3,0,0,5
517,closed,exalted,false,exalted,false,0,19,102,0,102
516,closed,DinisCruz,false,tombell,false,2,1,0,0,2
514,closed,tombell,false,tombell,false,36,32,35,0,0
513,closed,tombell,false,tombell,false,4,4,0,0,3
511,closed,xfix,false,tombell,false,33,0,null,null,null
510,closed,brentc,false,tombell,false,0,15,0,0,0
507,closed,mcoquet,false,tombell,false,99,4,96,3,0
502,closed,duanefields,false,tombell,false,0,2,0,0,0
501,closed,exalted,false,tombell,false,0,6,0,0,0
499,closed,parkr,true,parkr,true,0,5,0,0,0
498,closed,almilo,false,tombell,false,0,1,0,0,0
495,closed,ChrisCinelli,false,tombell,false,7,8,27,0,20
494,closed,ChrisCinelli,false,ChrisCinelli,false,0,2,0,0,0
493,closed,brianjlandau,false,brianjlandau,false,0,3,420,0,420
488,closed,johndbritton,true,atmos,false,0,7,0,0,0
487,closed,ChrisCinelli,false,atmos,false,1,1,0,1,0
486,closed,kylehotchkiss,false,atmos,false,0,1,0,0,0
485,closed,ChrisCinelli,false,tombell,false,1,9,12,0,11
484,closed,ChrisCinelli,false,tombell,false,1,3,0,0,0
480,closed,exalted,false,tombell,false,7,4,0,0,7
478,closed,rafaelfranca,false,tombell,false,0,2,0,0,0
477,closed,exalted,false,tombell,false,0,13,1,0,1
476,closed,hhaidar,false,tombell,false,14,19,14,0,0
474,closed,tombell,false,tombell,false,50,0,null,null,null
473,closed,BM5k,false,tombell,false,0,3,0,0,0
470,closed,wyaeld,false,wyaeld,false,0,2,0,0,0
468,closed,atmos,false,tombell,false,11,7,11,0,0
464,closed,ahawkins,false,tombell,false,0,0,null,null,null
463,closed,ahawkins,false,tombell,false,0,2,18,0,18
461,closed,omares,false,atmos,false,3,6,1,2,0
453,closed,luckow,false,tombell,false,0,1,0,0,0
444,closed,apolishch,false,atmos,false,4,6,4,0,0
443,closed,Schwolop,false,tombell,false,5,6,12,0,7
442,closed,technicalpickles,true,tombell,false,183,11,183,0,0
441,closed,devinhalladay,false,tombell,false,9,3,2,0,7
440,closed,emarchak,false,tombell,false,2,1,0,0,2
439,closed,hemanth,false,hemanth,false,0,1,0,0,0
437,closed,phindmarsh,false,phindmarsh,false,0,7,23,0,23
433,closed,tombell,false,tombell,false,129,2,125,2,1
431,closed,wadewilliams,false,technicalpickles,true,0,1,0,0,0
430,closed,drdamour,false,tombell,false,6,13,6,0,0
428,closed,maxgoedjen,false,maxgoedjen,false,0,45,0,0,0
427,closed,tony612,false,tombell,false,97,9,90,6,0
425,closed,pyro2927,false,tombell,false,4,10,2,1,0
420,closed,philippbeckmann,false,tombell,false,1,3,907,1,907
418,closed,timc3,false,tombell,false,0,2,0,0,0
417,closed,mplewis,false,tombell,false,1,2,1,0,0
416,closed,timc3,false,timc3,false,0,2,0,0,0
415,closed,hhaidar,false,tombell,false,1,9,471,0,470
413,closed,willowe,false,atmos,false,0,1,0,0,0
410,closed,ewilliam,false,tombell,false,1,9,1,0,0
409,closed,OleMchls,false,tombell,false,30,7,28,1,0
407,closed,frdmn,false,frdmn,false,0,1,0,0,0
405,closed,robweber,false,robweber,false,0,1,0,0,0
401,closed,aroben,false,tombell,false,0,3,0,0,0
400,closed,Iristyle,false,tombell,false,11,1,0,11,0
399,closed,Iristyle,false,tombell,false,83,23,83,0,0
398,closed,Iristyle,false,technicalpickles,true,38,1,0,38,0
397,closed,stephenway,false,tombell,false,0,1,0,0,0
396,closed,Iristyle,false,tombell,false,12,12,13,0,1
395,closed,Iristyle,false,tombell,false,0,6,0,0,0
392,closed,atmos,false,atmos,false,0,6,0,0,0
391,closed,nebiros,false,atmos,false,0,4,0,0,0
389,closed,x1a0,false,tombell,false,0,1,0,0,0
382,closed,cdhunt,false,cdhunt,false,0,2,7,0,7
379,closed,kuno,false,tombell,false,15,1,0,0,15
374,closed,kwstannard,false,tombell,false,32,1,0,32,0
373,closed,tansaku,false,tombell,false,34,2,28,3,2
372,closed,parkr,true,tombell,false,38,9,38,0,0
371,closed,numbcoder,false,atmos,false,39,2,28,0,11
369,closed,mikeys,false,atmos,false,0,1,0,0,0
368,closed,cjbottaro,false,atmos,false,10,4,10,0,0
367,closed,mikeys,false,technicalpickles,true,0,2,0,0,0
366,closed,MattRogish,false,tombell,false,52,21,52,0,0
365,closed,mikeys,false,mikeys,false,0,2,0,0,0
363,closed,spdaly,false,tombell,false,71,3,45,6,20
362,closed,finbarleahy,false,tombell,false,77,0,null,null,null
360,closed,patcon,false,tombell,false,78,3,0,0,78
358,closed,gabebw,false,gabebw,false,2,8,2,0,0
357,closed,technicalpickles,true,atmos,false,45,1,0,45,0
356,closed,cerw,false,technicalpickles,true,9,1,0,9,0
354,closed,jkarmel,false,jkarmel,false,0,8,16,0,16
353,closed,buddylindsey,false,technicalpickles,true,23,7,23,0,0
352,closed,andreivolt,false,tombell,false,108,17,104,2,1
351,closed,szechyjs,false,atmos,false,0,2,0,0,0
350,closed,renorzr,false,tombell,false,110,3,6,5,98
348,closed,kyleknighted,false,kyleknighted,false,12,2,12,0,0
347,closed,Fabryz,false,technicalpickles,true,3,1,0,7,3
346,closed,bartoszrychlicki,false,technicalpickles,true,8,3,5,2,0
343,closed,OleMchls,false,technicalpickles,true,8,10,8,0,0
342,closed,trvrplk,false,tombell,false,136,13,232,12,108
340,closed,take,false,tombell,false,140,10,11,1,126
337,closed,peterhellberg,false,peterhellberg,false,13,5,2,12,1
333,closed,christaggart,false,christaggart,false,2,4,338,33,370
332,closed,adamesque,false,tombell,false,153,13,600,0,446
331,closed,kayue,false,tombell,false,0,1,0,0,0
329,closed,swood,false,tombell,false,2,5,608,0,605
326,closed,macalinao,false,tombell,false,3,3,0,0,3
324,closed,jroes,false,tombell,false,0,3,0,0,0
323,closed,ghost,false,tombell,false,0,3,0,0,0
321,closed,macalinao,false,tombell,false,1,6,0,0,0
320,closed,maletor,false,maletor,false,0,5,0,0,0
319,closed,tombell,false,tombell,false,21,3,368,0,347
318,closed,vinc3m1,false,tombell,false,0,1,0,0,0
316,closed,jmfn,false,jmfn,false,0,2,0,0,0
315,closed,hamxiaoz,false,tombell,false,0,4,197,0,197
314,closed,Telmo,false,tombell,false,0,1,0,0,0
312,closed,samdawsey,false,tombell,false,0,3,0,0,0
311,closed,madmax,false,tombell,false,1,4,0,0,0
308,closed,tombell,false,tombell,false,15,0,null,null,null
